trial number,data_type,L1,Excerpt1,L2,Excerpt2,Stimulus1,Stimulus2,time_elapsed,timestamp,rt,response
78,trial,Ja,22,Ge,38,soundFiles/Japanese/normalized/common_voice_ja_20074856.wav,soundFiles/German/normalized/common_voice_de_18305449.wav,1394041,Tue Jun 22 2021 15:00:36 GMT+0100 (British Summer Time),2066.699999999255,1
79,trial,Ta,35,Ja,6,soundFiles/Tamil/normalized/common_voice_ta_19568230.wav,soundFiles/Japanese/normalized/common_voice_ja_19534055.wav,1403546,Tue Jun 22 2021 15:00:45 GMT+0100 (British Summer Time),2090.2000000011176,1
80,trial,Ja,37,Sp,29,soundFiles/Japanese/normalized/common_voice_ja_21888240.wav,soundFiles/Spanish/normalized/common_voice_es_18344847.wav,1493057,Tue Jun 22 2021 15:02:15 GMT+0100 (British Summer Time),2164.4000000003725,1
81,trial,It,40,Ta,15,soundFiles/Italian/normalized/common_voice_it_17434159.wav,soundFiles/Tamil/normalized/common_voice_ta_19303060.wav,1504638,Tue Jun 22 2021 15:02:27 GMT+0100 (British Summer Time),2419.1000000014897,1
82,trial,Sp,19,Ja,1,soundFiles/Spanish/normalized/common_voice_es_18330680.wav,soundFiles/Japanese/normalized/common_voice_ja_19485250.wav,1514853,Tue Jun 22 2021 15:02:37 GMT+0100 (British Summer Time),2364.0,7
83,trial,Sp,3,Ta,22,soundFiles/Spanish/normalized/common_voice_es_18311427.wav,soundFiles/Tamil/normalized/common_voice_ta_19341526.wav,1523074,Tue Jun 22 2021 15:02:45 GMT+0100 (British Summer Time),1857.5,1
84,trial,Ge,43,Ja,5,soundFiles/German/normalized/common_voice_de_18334335.wav,soundFiles/Japanese/normalized/common_voice_ja_19507538.wav,1535614,Tue Jun 22 2021 15:02:58 GMT+0100 (British Summer Time),3904.300000000745,7
85,trial,It,2,Sp,36,soundFiles/Italian/normalized/common_voice_it_17415836.wav,soundFiles/Spanish/normalized/common_voice_es_18373164.wav,1546159,Tue Jun 22 2021 15:03:08 GMT+0100 (British Summer Time),3348.9000000003725,1
86,trial,Ge,16,Du,39,soundFiles/German/normalized/common_voice_de_17662346.wav,soundFiles/Dutch/normalized/common_voice_nl_17695502.wav,1557303,Tue Jun 22 2021 15:03:19 GMT+0100 (British Summer Time),4281.5,7
87,trial,It,16,Ta,30,soundFiles/Italian/normalized/common_voice_it_17416810.wav,soundFiles/Tamil/normalized/common_voice_ta_19523221.wav,1568261,Tue Jun 22 2021 15:03:30 GMT+0100 (British Summer Time),3159.199999999255,7
88,trial,Ge,22,Ge,14,soundFiles/German/normalized/common_voice_de_17828180.wav,soundFiles/German/normalized/common_voice_de_17636752.wav,1579939,Tue Jun 22 2021 15:03:42 GMT+0100 (British Summer Time),3552.699999999255,7
